day,stage,bib,rank,time,bonus,penalty,start_location,start_country_code,start_country_name,start_region,finish_location,finish_country_code,finish_country_name,finish_region,length,type,rider,team,dob,rider_country_code,rider_country_name,rider_region,team_country_code,team_country_name,team_region
2025-07-18,14,132,94,19860,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Amaury Capiot,ARKEA-B&B HOTELS,1993-06-25,BEL,Belgium,Europe,FRA,France,Europe
2025-07-18,14,67,95,19860,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Connor Swift,INEOS GRENADIERS,1995-10-30,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Europe
2025-07-18,14,164,96,19860,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Ion Izagirre,COFIDIS,1989-02-04,ESP,Spain,Europe,FRA,France,Europe
2025-07-18,14,33,97,19869,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Kasper Asgreen,EF EDUCATION - EASYPOST,1995-02-08,DEN,Denmark,Europe,USA,United States of America,North America
2025-07-18,14,26,98,19869,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Maximilian Schachmann,SOUDAL QUICK-STEP,1994-01-09,GER,Germany,Europe,BEL,Belgium,Europe
2025-07-18,14,202,99,19869,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Pascal Ackermann,ISRAEL - PREMIER TECH,1994-01-17,GER,Germany,Europe,ISR,Israel,Asia
2025-07-18,14,204,100,19869,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Guillaume Boivin,ISRAEL - PREMIER TECH,1989-05-25,CAN,Canada,North America,ISR,Israel,Asia
2025-07-18,14,193,101,19869,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Pavel Bittner,TEAM PICNIC POSTNL,2002-10-29,CZE,Czechia,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-18,14,12,102,19869,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Edoardo Affini,TEAM VISMA | LEASE A BIKE,1996-06-24,ITA,Italy,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-18,14,51,103,19869,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Santiago Buitrago,BAHRAIN VICTORIOUS,1999-09-26,COL,Colombia,South America,BRN,Bahrain,Asia
2025-07-18,14,118,104,19869,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Matteo Trentin,TUDOR PRO CYCLING TEAM,1989-08-02,ITA,Italy,Europe,SUI,Switzerland,Europe
2025-07-18,14,87,105,19869,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Jasper Stuyven,LIDL-TREK,1992-04-17,BEL,Belgium,Europe,USA,United States of America,North America
2025-07-18,14,17,106,19869,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Wout Van Aert,TEAM VISMA | LEASE A BIKE,1994-09-15,BEL,Belgium,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-18,14,13,107,19869,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Tiesj Benoot,TEAM VISMA | LEASE A BIKE,1994-03-11,BEL,Belgium,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-18,14,76,108,19869,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Mick Van Dijke,RED BULL - BORA - HANSGROHE,2000-03-15,NED,"Netherlands, Kingdom of the",Europe,GER,Germany,Europe
2025-07-18,14,114,109,19869,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Marc Hirschi,TUDOR PRO CYCLING TEAM,1998-08-24,SUI,Switzerland,Europe,SUI,Switzerland,Europe
2025-07-18,14,182,110,19869,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Mathieu Burgaudeau,TOTALENERGIES,1998-11-17,FRA,France,Europe,FRA,France,Europe
2025-07-18,14,194,111,19869,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Sean Flynn,TEAM PICNIC POSTNL,2000-03-02,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-18,14,113,112,19869,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Marco Haller,TUDOR PRO CYCLING TEAM,1991-04-01,AUT,Austria,Europe,SUI,Switzerland,Europe
2025-07-18,14,197,113,19869,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Tim Naberman,TEAM PICNIC POSTNL,1999-05-11,NED,"Netherlands, Kingdom of the",Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-18,14,162,114,19869,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Alex Aranburu,COFIDIS,1995-09-19,ESP,Spain,Europe,FRA,France,Europe
2025-07-18,14,37,115,19869,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Michael Valgren,EF EDUCATION - EASYPOST,1992-02-07,DEN,Denmark,Europe,USA,United States of America,North America
2025-07-18,14,123,116,19869,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Luke Durbridge,TEAM JAYCO ALULA,1991-04-09,AUS,Australia,Oceania,AUS,Australia,Oceania
2025-07-18,14,195,117,19869,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Tobias Lund Andresen,TEAM PICNIC POSTNL,2002-02-08,DEN,Denmark,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-18,14,142,118,19869,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,William Barta,MOVISTAR TEAM,1996-01-04,USA,United States of America,North America,ESP,Spain,Europe
2025-07-18,14,226,119,19869,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Anders Johannessen,UNO-X MOBILITY,1999-08-23,NOR,Norway,Europe,NOR,Norway,Europe
2025-07-18,14,32,120,19869,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Vincenzo Albanese,EF EDUCATION - EASYPOST,1996-11-12,ITA,Italy,Europe,USA,United States of America,North America
2025-07-18,14,145,121,19884,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Ivan Garcia Cortina,MOVISTAR TEAM,1995-11-20,ESP,Spain,Europe,ESP,Spain,Europe
2025-07-18,14,214,122,19896,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Jarrad Drizners,LOTTO,1999-05-31,AUS,Australia,Oceania,BEL,Belgium,Europe
2025-07-18,14,103,123,19896,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Kaden Groves,ALPECIN-DECEUNINCK,1998-12-23,AUS,Australia,Oceania,BEL,Belgium,Europe
2025-07-18,14,58,124,19896,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Fred Wright,BAHRAIN VICTORIOUS,1999-06-13,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,BRN,Bahrain,Asia
2025-07-18,14,92,125,19896,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Lewis Askey,GROUPAMA-FDJ,2001-05-04,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,FRA,France,Europe
2025-07-18,14,134,126,19918,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Arnaud Demare,ARKEA-B&B HOTELS,1991-08-26,FRA,France,Europe,FRA,France,Europe
2025-07-18,14,205,127,19918,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Matis Louvel,ISRAEL - PREMIER TECH,1999-07-19,FRA,France,Europe,ISR,Israel,Asia
2025-07-18,14,57,128,19952,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Robert Stannard,BAHRAIN VICTORIOUS,1998-09-16,AUS,Australia,Oceania,BRN,Bahrain,Asia
2025-07-18,14,217,129,19960,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Lennert Van Eetvelt,LOTTO,2001-07-17,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-18,14,147,130,19970,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Ivan Romeo Abad,MOVISTAR TEAM,2003-08-16,ESP,Spain,Europe,ESP,Spain,Europe
2025-07-18,14,143,131,19970,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Pablo Castrillo Zapater,MOVISTAR TEAM,2001-01-02,ESP,Spain,Europe,ESP,Spain,Europe
2025-07-18,14,44,132,19986,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Hugo Page,INTERMARCHÉ - WANTY,2001-07-24,FRA,France,Europe,BEL,Belgium,Europe
2025-07-18,14,53,133,19988,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Kamil Gradek,BAHRAIN VICTORIOUS,1990-09-17,POL,Poland,Europe,BRN,Bahrain,Asia
2025-07-18,14,56,134,19988,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Matej Mohoric,BAHRAIN VICTORIOUS,1994-10-19,SLO,Slovenia,Europe,BRN,Bahrain,Asia
2025-07-18,14,224,135,20051,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Stian Edvardsen-Fredheim,UNO-X MOBILITY,2003-03-23,NOR,Norway,Europe,NOR,Norway,Europe
2025-07-18,14,43,136,20051,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Vito Braet,INTERMARCHÉ - WANTY,2000-11-02,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-18,14,77,137,20057,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Danny Van Poppel,RED BULL - BORA - HANSGROHE,1993-07-26,NED,"Netherlands, Kingdom of the",Europe,GER,Germany,Europe
2025-07-18,14,127,138,20057,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Elmar Reinders,TEAM JAYCO ALULA,1992-03-14,NED,"Netherlands, Kingdom of the",Europe,AUS,Australia,Oceania
2025-07-18,14,177,139,20057,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Mike Teunissen,XDS ASTANA TEAM,1992-08-25,NED,"Netherlands, Kingdom of the",Europe,KAZ,Kazakhstan,Asia
2025-07-18,14,45,140,20057,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Laurenz Rex,INTERMARCHÉ - WANTY,1999-12-15,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-18,14,46,141,20057,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Jonas Rutsch,INTERMARCHÉ - WANTY,1998-01-24,GER,Germany,Europe,BEL,Belgium,Europe
2025-07-18,14,74,142,20057,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Gianni Moscon,RED BULL - BORA - HANSGROHE,1994-04-20,ITA,Italy,Europe,GER,Germany,Europe
2025-07-18,14,47,143,20057,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Roel Van Sintmaartensdijk,INTERMARCHÉ - WANTY,2001-05-08,NED,"Netherlands, Kingdom of the",Europe,BEL,Belgium,Europe
2025-07-18,14,41,144,20057,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Biniam Girmay,INTERMARCHÉ - WANTY,2000-04-02,ERI,Eritrea,Africa,BEL,Belgium,Europe
2025-07-18,14,115,145,20070,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Fabian Lienhard,TUDOR PRO CYCLING TEAM,1993-09-03,SUI,Switzerland,Europe,SUI,Switzerland,Europe
2025-07-18,14,216,146,20076,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Eduardo Sepulveda,LOTTO,1991-06-13,ARG,Argentina,South America,BEL,Belgium,Europe
2025-07-18,14,215,147,20076,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Sébastien Grignard,LOTTO,1999-04-29,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-18,14,165,148,20084,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Alexis Renard,COFIDIS,1999-06-01,FRA,France,Europe,FRA,France,Europe
2025-07-18,14,125,149,20090,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Luka Mezgec,TEAM JAYCO ALULA,1988-06-27,SLO,Slovenia,Europe,AUS,Australia,Oceania
2025-07-18,14,126,150,20090,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Luke Plapp,TEAM JAYCO ALULA,2000-12-25,AUS,Australia,Oceania,AUS,Australia,Oceania
2025-07-18,14,86,151,20097,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Toms Skujins,LIDL-TREK,1991-06-15,LAT,Latvia,Europe,USA,United States of America,North America
2025-07-18,14,73,152,20097,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Jordi Meeus,RED BULL - BORA - HANSGROHE,1998-07-01,BEL,Belgium,Europe,GER,Germany,Europe
2025-07-18,14,52,153,20107,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Phil Bauhaus,BAHRAIN VICTORIOUS,1994-07-08,GER,Germany,Europe,BRN,Bahrain,Asia
2025-07-18,14,223,154,20107,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Magnus Cort Nielsen,UNO-X MOBILITY,1993-01-16,DEN,Denmark,Europe,NOR,Norway,Europe
2025-07-18,14,83,155,20111,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Thibau Nys,LIDL-TREK,2002-11-12,BEL,Belgium,Europe,USA,United States of America,North America
2025-07-18,14,81,156,20111,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Jonathan Milan,LIDL-TREK,2000-10-01,ITA,Italy,Europe,USA,United States of America,North America
2025-07-18,14,175,157,20111,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Yevgeniy Fedorov,XDS ASTANA TEAM,2000-02-16,KAZ,Kazakhstan,Asia,KAZ,Kazakhstan,Asia
2025-07-18,14,112,158,20111,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Alberto Dainese,TUDOR PRO CYCLING TEAM,1998-03-25,ITA,Italy,Europe,SUI,Switzerland,Europe
2025-07-18,14,27,159,20127,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Bert Van Lerberghe,SOUDAL QUICK-STEP,1992-09-29,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-18,14,211,160,20127,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Arnaud De Lie,LOTTO,2002-03-16,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-18,14,24,161,20127,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Tim Merlier,SOUDAL QUICK-STEP,1992-10-30,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-18,14,167,162,20136,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Benjamin Thomas,COFIDIS,1995-09-12,FRA,France,Europe,FRA,France,Europe
2025-07-18,14,82,163,20167,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Simone Consonni,LIDL-TREK,1994-09-12,ITA,Italy,Europe,USA,United States of America,North America
2025-07-18,14,172,164,20177,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Davide Ballerini,XDS ASTANA TEAM,1994-09-21,ITA,Italy,Europe,KAZ,Kazakhstan,Asia
2025-07-18,14,88,165,20177,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Edward Theuns,LIDL-TREK,1991-04-30,BEL,Belgium,Europe,USA,United States of America,North America
2025-07-18,14,124,166,20208,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Dylan Groenewegen,TEAM JAYCO ALULA,1993-06-21,NED,"Netherlands, Kingdom of the",Europe,AUS,Australia,Oceania
2025-07-18,14,128,167,20208,0,0,Mulhouse,FRA,France,Europe,Le Markstein Fellering,FRA,France,Europe,155,mountain,Mauro Schmid,TEAM JAYCO ALULA,1999-12-04,SUI,Switzerland,Europe,AUS,Australia,Oceania
2025-07-19,15,7,1,12849,10,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Tim Wellens,UAE TEAM EMIRATES XRG,1991-05-10,BEL,Belgium,Europe,UAE,United Arab Emirates,Asia
2025-07-19,15,14,2,12937,6,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Victor Campenaerts,TEAM VISMA | LEASE A BIKE,1991-10-28,BEL,Belgium,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-19,15,111,3,12945,4,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Julian Alaphilippe,TUDOR PRO CYCLING TEAM,1992-06-11,FRA,France,Europe,SUI,Switzerland,Europe
2025-07-19,15,17,4,12945,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Wout Van Aert,TEAM VISMA | LEASE A BIKE,1994-09-15,BEL,Belgium,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-19,15,65,5,12945,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Axel Laurance,INEOS GRENADIERS,2001-04-13,FRA,France,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Europe
2025-07-19,15,78,6,12945,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Aleksandr Vlasov,RED BULL - BORA - HANSGROHE,1996-04-23,,,,GER,Germany,Europe
2025-07-19,15,87,7,12945,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Jasper Stuyven,LIDL-TREK,1992-04-17,BEL,Belgium,Europe,USA,United States of America,North America
2025-07-19,15,186,8,12945,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Jordan Jegat,TOTALENERGIES,1999-06-07,FRA,France,Europe,FRA,France,Europe
2025-07-19,15,37,9,12945,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Michael Valgren,EF EDUCATION - EASYPOST,1992-02-07,DEN,Denmark,Europe,USA,United States of America,North America
2025-07-19,15,95,10,12945,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Valentin Madouas,GROUPAMA-FDJ,1996-07-12,FRA,France,Europe,FRA,France,Europe
2025-07-19,15,171,11,12945,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Harold Tejada,XDS ASTANA TEAM,1997-04-27,COL,Colombia,South America,KAZ,Kazakhstan,Asia
2025-07-19,15,83,12,12945,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Thibau Nys,LIDL-TREK,2002-11-12,BEL,Belgium,Europe,USA,United States of America,North America
2025-07-19,15,23,13,12945,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Pascal Eenkhoorn,SOUDAL QUICK-STEP,1997-02-08,NED,"Netherlands, Kingdom of the",Europe,BEL,Belgium,Europe
2025-07-19,15,147,14,12945,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Ivan Romeo Abad,MOVISTAR TEAM,2003-08-16,ESP,Spain,Europe,ESP,Spain,Europe
2025-07-19,15,51,15,12945,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Santiago Buitrago,BAHRAIN VICTORIOUS,1999-09-26,COL,Colombia,South America,BRN,Bahrain,Asia
2025-07-19,15,35,16,12945,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Neilson Powless,EF EDUCATION - EASYPOST,1996-09-03,USA,United States of America,North America,USA,United States of America,North America
2025-07-19,15,192,17,12945,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Warren Barguil,TEAM PICNIC POSTNL,1991-10-28,FRA,France,Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-19,15,227,18,12945,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Andreas Leknessund,UNO-X MOBILITY,1999-05-21,NOR,Norway,Europe,NOR,Norway,Europe
2025-07-19,15,66,19,12945,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Carlos Rodriguez,INEOS GRENADIERS,2001-02-02,ESP,Spain,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,Europe
2025-07-19,15,91,20,12945,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Guillaume Martin Guyonnet,GROUPAMA-FDJ,1993-06-09,FRA,France,Europe,FRA,France,Europe
2025-07-19,15,84,21,12945,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Quinn Simmons,LIDL-TREK,2001-05-08,USA,United States of America,North America,USA,United States of America,North America
2025-07-19,15,117,22,12945,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Michael Storer,TUDOR PRO CYCLING TEAM,1997-02-28,AUS,Australia,Oceania,SUI,Switzerland,Europe
2025-07-19,15,121,23,12945,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Ben O'Connor,TEAM JAYCO ALULA,1995-11-25,AUS,Australia,Oceania,AUS,Australia,Oceania
2025-07-19,15,206,24,12945,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Alexey Lutsenko,ISRAEL - PREMIER TECH,1992-09-07,KAZ,Kazakhstan,Asia,ISR,Israel,Asia
2025-07-19,15,104,25,13210,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Xandro Meurisse,ALPECIN-DECEUNINCK,1992-01-31,BEL,Belgium,Europe,BEL,Belgium,Europe
2025-07-19,15,198,26,13210,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Frank Van Den Broek,TEAM PICNIC POSTNL,2000-12-28,NED,"Netherlands, Kingdom of the",Europe,NED,"Netherlands, Kingdom of the",Europe
2025-07-19,15,31,27,13216,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Ben Healy,EF EDUCATION - EASYPOST,2000-09-11,IRL,Ireland,Europe,USA,United States of America,North America
2025-07-19,15,5,28,13216,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Pavel Sivakov,UAE TEAM EMIRATES XRG,1997-07-11,FRA,France,Europe,UAE,United Arab Emirates,Asia
2025-07-19,15,168,29,13216,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Damien Touze,COFIDIS,1996-07-07,FRA,France,Europe,FRA,France,Europe
2025-07-19,15,222,30,13216,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Jonas Abrahamsen,UNO-X MOBILITY,1995-09-20,NOR,Norway,Europe,NOR,Norway,Europe
2025-07-19,15,4,31,13216,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Nils Politt,UAE TEAM EMIRATES XRG,1994-03-06,GER,Germany,Europe,UAE,United Arab Emirates,Asia
2025-07-19,15,6,32,13216,0,0,Champagnole,FRA,France,Europe,Plateau de Solaison,FRA,France,Europe,184,mountain,Marc Soler,UAE TEAM EMIRATES XRG,1993-11-22,ESP,Spain,Europe,UAE,United Arab Emirates,Asia
